CustomerID,mean_prob
1226-IENZN,82.556557
8584-KMVXD,82.548633
9506-UXUSK,82.543489
8107-KNCIM,82.519179
6034-YMTOB,82.475909
6175-IRFIT,82.323916
6860-YRJZP,82.229615
4343-EJVQB,82.206911
4482-EWFMI,82.182497
2897-DOVND,82.181362
4536-PLEQY,82.177431
8270-RKSAP,82.173894
9799-CAYJJ,82.133391
3987-KQDDU,82.121722
0848-ZGQIJ,82.113624
2905-KFQUV,82.102605
3853-LYGAM,82.0886
3717-OEAUQ,82.024438
6833-JMZYP,81.941159
1016-DJTSV,81.850532
4301-VVZKA,81.746478
8873-GLDMH,81.676953
8563-OYMQY,81.660367
4983-CCWMC,81.614372
6496-JDSSB,81.511432
0620-DLSLK,81.395827
2081-VEYEH,81.336985
4059-IIEBK,81.318276
4029-HPFVY,81.254728
7410-OIEDU,81.126068
7508-SMHXL,81.045057
3223-DWFIO,81.029046
4291-SHSBH,80.922642
3420-ZDBMA,80.597861
6416-YJTTB,80.542831
9432-VOFYX,80.429185
9529-OFXHY,80.304941
5760-IFJOZ,80.092805
2799-ARNLO,80.069462
2187-PKZAY,80.056832
2694-CIUMO,80.029871
5271-DBYSJ,79.972733
3088-LHEFH,79.958734
5599-HVLTW,79.700486
5652-MSDEY,79.552452
5405-ZMYXQ,79.485114
5606-AMZBO,79.422763
5035-BVCXS,79.34903
6557-BZXLQ,79.308496
7020-OZKXZ,79.285283
9552-TGUZV,79.2734
4480-QQRHC,79.181195
5609-IMCGG,79.128794
1346-UFHAX,79.102944
8544-GOQSH,79.036687
0196-JTUQI,79.02904
9274-UARKJ,78.952953
3453-RTHJQ,78.852527
6591-QGOYB,78.733633
0018-NYROU,78.444371
9121-PHQSR,78.384376
9620-ENEJV,78.303042
7392-YYPYJ,78.286283
0480-BIXDE,78.275271
8990-ZXLSU,78.267787
2739-CACDQ,78.218922
3842-QTGDL,78.109043
0958-YHXGP,77.936278
2604-IJPDU,77.892897
3096-GKWEB,77.81911
5956-YHHRX,77.779232
5605-IYGFG,77.775305
9927-DSWDF,77.538291
3452-GWUIN,77.464286
9919-KNPOO,77.456982
9272-LSVYH,77.252554
1384-RCUXW,77.171788
8224-DWCKX,77.160209
5895-QSXOD,77.154479
5382-SOYZL,77.028245
5453-AXEPF,76.91571
4521-YEEHE,76.895761
7129-CAKJW,76.875219
4860-IJUDE,76.842538
7967-HYCDE,76.827722
4183-MYFRB,76.741125
9796-BPKIW,76.726938
5995-SNNEW,76.677151
1580-BMCMR,76.625804
1302-UHBDD,76.605744
0168-XZKBB,76.594206
5129-JLPIS,76.572602
6242-MBHPK,76.533604
9208-OLGAQ,76.398818
6559-PDZLR,76.329529
2916-BQZLN,76.31142
3733-LSYCE,76.242903
6519-CFDBX,76.227049
2985-FMWYF,76.166473
3427-GGZZI,76.157564
6907-FLBER,76.156234
0674-EYYZV,76.138394
5501-TVMGM,76.11962
1728-BQDMA,76.055265
0224-RLWWD,76.04
7277-OZCGZ,76.039808
3703-KBKZP,76.022176
9588-OZDMQ,76.018387
6507-ZJSUR,75.919392
4706-DGAHW,75.892218
8875-AKBYH,75.872092
9360-OMDZZ,75.830814
3841-CONLJ,75.829413
0921-OHLVP,75.825731
4612-SSVHJ,75.800365
2322-VCZHZ,75.795429
9058-MJLZC,75.790667
5628-FCGYG,75.762466
3003-CMDUU,75.731532
0682-USIXD,75.728085
4824-GUCBY,75.719543
8313-NDOIA,75.678985
8356-WUAOJ,75.582786
9822-OAOVB,75.550409
5839-SUYVZ,75.481655
4373-VVHQL,75.45971
2371-JQHZZ,75.458294
1104-TNLZA,75.436695
2504-DSHIH,75.38521
3955-JBZZM,75.385133
8705-WZCYL,75.376633
3798-EPWRR,75.365721
7562-UXTPG,75.314375
7590-VHVEG,75.174961
4546-FOKWR,75.144592
5666-CYCYZ,75.110086
1307-ATKGB,75.110086
5016-IBERQ,75.09541
7030-NJVDP,75.087244
5146-CBVOE,74.990745
4998-IKFSE,74.988692
2740-TVLFN,74.986258
0374-AACSZ,74.986258
7402-EYFXX,74.965503
1866-OBPNR,74.855627
1028-FFNJK,74.839464
4195-NZGTA,74.793352
8720-RQSBJ,74.751914
1942-OQFRW,74.751914
0248-IPDFW,74.744439
1478-VPOAD,74.731799
6078-VESFR,74.693276
2603-HVKCG,74.629143
3569-EDBPQ,74.619286
6185-TASNN,74.581662
1471-GIQKQ,74.556771
1536-HBSWP,74.551989
4537-DKTAL,74.544996
7312-XSBAT,74.537629
6692-YQHXC,74.528159
4065-JJAVA,74.513655
3716-UVSPD,74.494439
9584-EXCDZ,74.45472
2712-SYWAY,74.435666
0374-IOEGQ,74.31266
9355-NPPFS,74.235815
0365-GXEZS,74.234768
7278-CKDNC,74.160577
8709-KRDVL,74.13716
9752-ZNQUT,74.121129
6645-MXQJT,74.111731
0082-OQIQY,74.096825
8286-AFUYI,74.058076
1766-GKNMI,74.051658
2809-ZMYOQ,74.030579
1818-ESQMW,74.000153
2960-NKRSO,73.994165
6103-BOCOU,73.958757
5022-KVDQT,73.878197
7365-BVCJH,73.87057
5213-TWWJU,73.856587
5899-OUVKV,73.702864
4716-HHKQH,73.593849
5117-IFGPS,73.57891
5216-WASFJ,73.551172
5226-NOZFC,73.504741
1666-JXLKU,73.503602
0899-LIIBW,73.500243
6116-RFVHN,73.467065
6030-REHUX,73.412472
2107-FBPTK,73.405924
0988-JRWWP,73.356725
4465-VDKIQ,73.342805
3312-ZWLGF,73.340647
2523-EWWZL,73.335728
3956-MGXOG,73.286413
9508-ILZDG,73.281605
6851-WEFYX,73.244052
2874-YXVVA,73.21132
1550-EENBN,73.160812
6267-DCFFZ,73.134463
5044-LRQAQ,73.079901
2697-NQBPF,73.063311
3588-WSTTJ,73.046201
5692-ICXLW,72.969781
4673-KKSLS,72.923456
2675-OTVVJ,72.861241
5650-YLIBA,72.854713
0420-HLGXF,72.652077
9885-AIBVB,72.614762
8486-AYEQH,72.553382
0147-ESWWR,72.511887
1730-ZMAME,72.485785
2439-LYPMQ,72.484176
8819-IMISP,72.464241
7145-FEJWU,72.447053
8993-IZEUX,72.439715
5153-RTHKF,72.384524
7048-GXDAY,72.363634
5233-AOZUF,72.355314
0674-DGMAQ,72.260567
9822-WMWVG,72.149844
5302-BDJNT,72.128865
5168-MSWXT,72.115727
6693-FRIRW,72.051677
5222-IMUKT,72.022436
8189-XRIKE,72.013667
2122-YWVYA,71.990082
4236-UJPWO,71.926472
3197-ARFOY,71.921305
2800-QQUSO,71.913796
7422-WNBTY,71.898442
1078-TDCRN,71.836037
8167-GJLRN,71.796206
2080-CAZNM,71.753309
0396-YCHWO,71.73999
8849-AYPTR,71.713145
2832-KJCRD,71.697981
9572-WUKSB,71.627604
5960-MVTUK,71.610453
6522-YRBXD,71.558932
2495-KZNFB,71.536281
9129-UXERG,71.533819
7978-DKUQH,71.439913
9450-TRJUU,71.35944
7181-OQCUT,71.338316
0376-OIWME,71.306831
1910-FMXJM,71.223573
7718-RXDGG,71.222516
2181-UAESM,71.193172
4686-UXDML,71.146819
4647-MUZON,71.114113
3211-AAPKX,71.066159
5088-QZLRL,71.035469
8695-ARGXZ,70.978987
2227-JRSJX,70.943581
5144-TVGLP,70.940114
2018-PZKMU,70.875305
7268-IGMFD,70.874315
1751-NCDLI,70.816084
1928-BXYIV,70.79698
2823-LKABH,70.787193
2921-XWDJH,70.776883
7586-ZATGZ,70.773423
5122-CYFXA,70.768135
0434-CSFON,70.750614
8118-TJAFG,70.683428
0508-OOLTO,70.68278
9576-SYUHJ,70.657467
2969-QWUBZ,70.571688
9365-SRSZE,70.551497
4128-ETESU,70.534482
8620-RJPZN,70.525061
8543-MSDMF,70.510243
0491-KAPQG,70.500807
5630-IXDXV,70.491074
9469-WEJBT,70.457408
2207-QPJED,70.423639
6988-CJEYV,70.372649
0447-RXSGD,70.309568
0817-HSUSE,70.22143
9732-EQMWY,70.148018
7401-RUBNK,70.097145
4690-PKDQG,70.079702
0585-EGDDA,70.048187
5019-GQVCR,70.023543
0439-IFYUN,70.021471
5439-WIKXB,69.981392
3481-JHUZH,69.943698
3577-AMVUX,69.895044
6818-DJXAA,69.872198
3644-QXEHN,69.853083
9281-OFDMF,69.838179
0177-PXBAT,69.816848
0114-PEGZZ,69.790064
3898-GUYTS,69.744832
2347-WKKAE,69.693639
0093-EXYQL,69.642071
9003-CPATH,69.640187
9279-CJEOJ,69.634691
9699-UBQFS,69.629175
6888-SBYAI,69.581703
9133-AYJZG,69.554742
3951-NJCVI,69.520731
3002-WQZWT,69.465537
1421-HCERK,69.440851
5649-RXQTV,69.353051
1552-AAGRX,69.347313
7504-UWHNB,69.331419
2038-LLMLM,69.300265
6234-PFPXL,69.291761
5461-QKNTN,69.25661
1769-GRUIK,69.245261
4760-THGOT,69.236058
9108-EJFJP,69.232555
2043-WVTQJ,69.230696
3384-CTMSF,69.225249
3503-TYDAY,69.21323
9112-WSNPU,69.203124
4062-HBMOS,69.193547
6212-ATMLK,69.176463
3714-NTNFO,69.156156
9643-AVVWI,69.14382
8818-DOPVL,69.118916
4329-YPDDQ,69.063302
3518-PZXZQ,69.034676
7855-DIWPO,68.985603
4727-MCYZG,68.975869
3323-CPBWR,68.964298
9053-EJUNL,68.945335
1845-ZLLIG,68.924479
2139-FQHLM,68.907346
4724-WXVWF,68.895722
2103-ZRXFN,68.846242
7794-JASDG,68.846242
2692-BUCFV,68.832956
7442-YGZFK,68.813342
8757-TFHHJ,68.813342
3771-PZOBW,68.794828
2786-GCDPI,68.792311
8885-QSQBX,68.782774
7404-JLKQG,68.778325
2273-QCKXA,68.774053
1394-SUIUH,68.772048
4391-LNRXK,68.738779
8695-WDYEA,68.726391
0623-GDISB,68.69747
2607-FBDFF,68.609467
1941-HOSAM,68.598685
7801-KICAO,68.593855
0650-BWOZN,68.563911
3130-ICDUP,68.52997
9168-INPSZ,68.508114
7924-GJZFI,68.504369
4238-JSSWH,68.488899
4273-MBHYA,68.488097
5371-VYLSX,68.48263
8630-FJLIB,68.423196
9903-LYSAB,68.365394
6127-IYJOZ,68.363326
5133-POWUA,68.357105
7011-CVEUC,68.309757
1169-WCVAK,68.306784
1932-UEDCX,68.285132
0829-XXPLX,68.274395
5712-AHQNN,68.254698
9793-WECQC,68.202904
3312-UUMZW,68.190325
9659-QEQSY,68.090138
6481-ESCNL,68.083898
5482-VXSXJ,67.995192
8012-SOUDQ,67.98398
6260-ONULR,67.975266
8950-MTZNV,67.971828
8710-YGLWG,67.965583
2672-OJQZP,67.946839
5626-MGTUK,67.94462
4146-SVFUD,67.931803
8180-AKMJV,67.925548
5858-EAFCZ,67.913035
2275-RBYQS,67.866241
2587-EKXTS,67.865174
3620-MWJNE,67.860523
9667-TKTVZ,67.848461
9244-ZVAPM,67.845527
3566-HJGPK,67.839299
8654-DHAOW,67.82432
7252-NTGSS,67.81986
0468-YRPXN,67.814446
7754-IXRMC,67.805276
9743-DQKQW,67.803005
6582-OIVSP,67.799041
1482-OXZSY,67.779567
5950-AAAGJ,67.772765
0916-QOFDP,67.76709
6778-YSNIH,67.763495
3413-BMNZE,67.669194
2018-QKYGT,67.66486
4223-WOZCM,67.632386
6629-LADHQ,67.631463
3352-ALMCK,67.600952
6844-DZKRF,67.557358
5948-UJZLF,67.522023
8805-JNRAZ,67.515841
9992-UJOEL,67.482999
5365-LLFYV,67.47884
0082-LDZUE,67.475672
5816-QVHRX,67.467961
6145-NNPNO,67.456881
3234-VKACU,67.413492
7658-UYUQS,67.35967
1754-GKYPY,67.343899
5968-VXZLG,67.308782
6817-WTYHE,67.256077
0771-WLCLA,67.255037
6137-NICCO,67.240598
7714-YXSMB,67.22702
3278-FSIXX,67.211376
5973-EJGDP,67.161102
2049-BAFNW,67.147043
9214-EKVXR,67.079163
1895-QTKDO,67.072893
6650-VJONK,67.060349
7901-TBKJX,67.042952
3961-SXAXY,67.041724
9681-KYGYB,67.029091
7617-EYGLW,66.992498
5857-TYBCJ,66.954041
6635-CPNUN,66.840227
4188-FRABG,66.820978
8728-SKJLR,66.816483
0428-IKYCP,66.711125
9921-QFQUL,66.677078
3597-MVHJT,66.657477
8547-NSBBO,66.640007
6786-OBWQR,66.63866
1427-VERSM,66.633016
8468-EHYJA,66.568691
7460-ITWWP,66.533143
3094-JOJAI,66.514961
4526-ZJJTM,66.477761
1763-WQFUK,66.447912
9631-XEYKE,66.435507
3071-VBYPO,66.39729
9261-WDCAF,66.375583
0581-MDMPW,66.372043
0411-EZJZE,66.336096
7929-DMBCV,66.313545
5356-CSVSQ,66.307547
7813-ZGGAW,66.302634
3196-NVXLZ,66.293647
6729-GDNGC,66.281699
8490-BXHEO,66.277653
6048-QBXKL,66.250731
2675-DHUTR,66.226466
1194-HVAIF,66.149694
9167-APMXZ,66.149345
2665-NPTGL,66.147799
2920-RNCEZ,66.134992
6862-CQUMB,66.130329
8189-HBVRW,66.128878
3737-XBQDD,66.127779
4026-SKKHW,66.108689
3191-CSNMG,66.105958
0929-HYQEW,66.096271
1156-ZFYDO,66.037211
2105-PHWON,65.955334
3995-WFCSM,65.952074
0455-XFASS,65.929481
9919-YLNNG,65.918056
6656-JWRQX,65.838819
2208-UGTGR,65.81129
5999-LCXAO,65.753586
1228-ZLNBX,65.729448
8456-QDAVC,65.686881
7982-VCELR,65.67996
5312-UXESG,65.671826
2637-FKFSY,65.663697
7537-RBWEA,65.605129
4840-ORQXB,65.60142
0730-KOAVE,65.589124
8212-CRQXP,65.561664
2475-MROZF,65.557061
2692-PFYTJ,65.547304
4061-UKJWL,65.51207
0541-FITGH,65.497517
6158-HDPXZ,65.494338
1077-HUUJM,65.489899
8785-CJSHH,65.459737
8660-BUETV,65.345344
2209-XADXF,65.336278
5119-KEPFY,65.311585
5173-WXOQV,65.256724
6578-KRMAW,65.256617
6075-SLNIL,65.255772
1816-FLZDK,65.226818
6351-SCJKT,65.175263
4553-DVPZG,65.163594
5647-FXOTP,65.139748
7567-ECMCM,65.107708
1379-FRVEB,65.084864
9547-ITEFG,65.062043
5916-QEWPT,65.052002
3855-ONCAR,65.038588
6633-SYEUS,64.981431
7326-RIGQZ,64.904826
7928-VJYAB,64.897254
1173-NOEYG,64.884857
4360-PNRQB,64.882982
8058-DMYRU,64.87714
2277-DJJDL,64.820038
2203-GHNWN,64.815619
7055-HNEOJ,64.737689
3583-KRKMD,64.678102
8751-EDEKA,64.654682
2070-XYMFH,64.631116
0666-UXTJO,64.615334
4007-NHVHI,64.575794
3050-GBUSH,64.572302
8016-NCFVO,64.555826
6896-SRVYQ,64.549645
3594-KADLU,64.539768
1230-QAJDW,64.498669
7850-VWJUU,64.444345
6968-GMKPR,64.43869
6897-UUBNU,64.402051
1047-NNCBF,64.38486
0141-YEAYS,64.38389
2455-USLMV,64.379702
8212-DJRCH,64.360529
5201-FRKKS,64.355697
6728-WYQBC,64.282567
0215-BQKGS,64.277878
5175-WLYXL,64.276619
6741-EGCBI,64.249938
1320-REHCS,64.244951
0410-IPFTY,64.235855
7233-DRTRF,64.222262
6377-WHAOX,64.186064
7241-AJHFS,64.183765
4811-JBUVU,64.181648
5325-UWTWJ,64.138911
9944-AEXBM,64.136383
6745-JEFZB,64.107851
8896-BQTTI,64.07932
6288-LBEAR,64.06565
4367-NHWMM,64.051306
2378-HTWFW,64.047999
4993-JCRGJ,64.02392
5886-VLQVU,63.968384
2974-GGUXS,63.968269
9278-VZKCD,63.94528
4176-FXYBO,63.936521
4636-JGAAI,63.906444
3956-CJUST,63.901918
4918-FYJNT,63.875273
3466-RITXD,63.871507
0365-TRTPY,63.773028
3717-LNXKW,63.754692
9777-WJJPR,63.741939
6259-WJQLC,63.732696
7243-LCGGZ,63.715221
8800-JOOCF,63.704748
1685-BQULA,63.685651
8535-SFUTN,63.661205
4191-XOVOM,63.658943
1548-FEHVL,63.65261
2657-VPXTA,63.576286
4220-TINQT,63.494366
4957-TREIR,63.455589
9812-GHVRI,63.438232
1013-QCWAM,63.426934
9500-LTVBP,63.402262
3082-VQXNH,63.393472
1689-YQBYY,63.343426
3043-TYBNO,63.283736
5201-USSQZ,63.27751
0118-JPNOY,63.266382
1035-IPQPU,63.250976
4570-QHXHL,63.247942
2235-DWLJU,63.139537
0869-PAPRP,63.129863
2305-MRGLV,63.125357
8734-DKSTZ,63.100814
9026-LHEVG,63.014455
5533-NHFRF,63.011012
9029-FEGVJ,62.99042
6538-POCHL,62.984894
1469-LBJQJ,62.9823
8404-FYDIB,62.978298
3247-MHJKM,62.897182
7310-EGVHZ,62.897182
6380-ARCEH,62.897182
8048-DSDFQ,62.897182
3439-GVUSX,62.866679
9895-VFOXH,62.866679
2111-DWYHN,62.863185
4989-LIXVT,62.853754
3014-WJKSM,62.822921
5419-JKZNQ,62.820101
8974-OVACP,62.771784
5022-JNQEQ,62.770049
5780-INQIK,62.766543
5055-MGMGF,62.752191
2832-SCUCO,62.746436
6985-HAYWX,62.65588
0096-BXERS,62.50133
3797-FKOGQ,62.486408
8203-XJZRC,62.479883
2081-KJSQF,62.479883
0670-KDOMA,62.479883
0311-QYWSS,62.44522
8992-CEUEN,62.36899
3748-FVMZZ,62.36398
2831-EBWRN,62.340828
9079-LWTFD,62.335055
2669-QVCRG,62.317363
5118-MUEYH,62.28774
3522-CDKHF,62.265111
0015-UOCOJ,62.20806
2386-OWURY,62.205658
2360-RDGRO,62.16263
2085-BOJKI,62.144097
2476-YGEFM,62.126698
4439-YRNVD,62.05656
4307-KWMXE,61.996858
2378-VTKDH,61.991826
5628-RKIFK,61.975119
2190-BCXEC,61.93794
2669-OIDSD,61.871286
0749-IRGQE,61.82322
3845-FXCYS,61.820018
2040-VZIKE,61.729459
5392-AKEMH,61.708485
9122-UMROB,61.707851
7814-LEEVE,61.707851
2676-ISHSF,61.707851
3090-QFUVD,61.707851
1777-JYQPJ,61.611972
5600-KTXFM,61.590183
3604-WLABM,61.43925
8967-SZQAS,61.417006
0430-IHCDJ,61.353019
5141-ZUVBH,61.34534
7621-VPNET,61.314373
4948-WBBKL,61.31089
8158-WPEZG,61.298411
4232-JGKIY,61.291586
1020-JPQOW,61.257203
8648-PFRMP,61.232609
3932-IJWDZ,61.230773
9638-JIQYA,61.140165
0599-XNYDO,61.135446
8713-IGZSO,61.133516
7339-POGZN,61.090539
0531-ZZJWQ,61.067413
2220-IAHLS,61.065293
7298-IZWLY,61.065293
0060-FUALY,61.053931
7926-IJOOU,61.051936
1307-TVUFB,61.045847
6789-HJBWG,61.007235
9163-GHAYE,60.986569
4581-LNWUM,60.972766
8229-MYEJZ,60.971762
9314-IJWSQ,60.953372
6537-QLGEX,60.945066
2460-NGXBJ,60.928703
3587-PMCOY,60.915561
4983-CLMLV,60.902649
7296-PIXQY,60.897713
8676-OOQEJ,60.893914
7129-ACFOG,60.873909
0928-JMXNP,60.872792
3590-TCXTB,60.848762
4634-JLRJT,60.848762
2592-YKDIF,60.848762
6360-SVNWV,60.827027
9753-OYLBX,60.818357
9708-KFDBY,60.776746
8393-JMVMB,60.77528
5404-GGUKR,60.738047
0975-VOOVL,60.737965
4067-HLYQI,60.724093
6168-YBYNP,60.709577
3976-NLDEZ,60.601477
6135-OZQVA,60.566842
2272-UOINI,60.55198
0880-FVFWF,60.43905
2270-CHBFN,60.313327
1596-OQSPS,60.272207
6339-DKLMK,60.251922
2480-JZOSN,60.218152
3351-NGXYI,60.188022
8120-JDCAM,60.135304
8272-ONJLV,60.087346
2101-RANCD,60.067435
8910-LEDAG,60.061381
2716-GFZOR,60.037039
1803-BGNBD,60.027548
2883-ILGWO,60.005317
9356-AXGMP,59.923297
3030-ZKIWL,59.905805
7096-UCLNH,59.905805
8749-CLJXC,59.905805
4661-NJEUX,59.905805
4826-TZEVA,59.899782
5331-RGMTT,59.883698
6300-BWMJX,59.874196
3509-GWQGF,59.872401
1101-SSWAG,59.868326
3005-TYFRD,59.742591
2654-VBVPB,59.720113
2369-FEVNO,59.720113
7878-RTCZG,59.720113
6654-QGBZZ,59.720113
6579-JPICP,59.67952
3727-JEZTU,59.67952
6710-HSJRD,59.663027
0239-OXEXL,59.61225
1135-LMECX,59.565439
0673-IGUQO,59.55066
2668-TZSPS,59.55066
8262-COGGB,59.55066
5996-DAOQL,59.55066
6847-KJLTS,59.532478
6625-UTXEW,59.436174
6286-SUUWT,59.377218
2542-HYGIQ,59.377218
8562-GHPPI,59.347653
3086-RUCRN,59.342033
2267-FPIMA,59.341604
3717-OFRTN,59.340977
2465-BLLEU,59.340977
6124-ACRHJ,59.340977
3930-ZGWVE,59.340977
7853-WNZSY,59.340977
7343-EOBEU,59.335444
5906-BFOZT,59.332459
1905-OEILC,59.332459
8566-YPRGL,59.332459
8149-AIQCG,59.293652
2178-PMGCJ,59.293239
5002-GCQFH,59.278048
7698-YFGEZ,59.269602
7147-AYBAA,59.255242
3785-NRHYR,59.237212
1194-SPVSP,59.237212
0970-QXPXW,59.237212
7291-CDTMJ,59.237212
7721-DVEKZ,59.237212
9819-FBNSV,59.216269
7529-ZDFXI,59.164528
0419-YAAPX,59.117911
9277-JOOMO,59.068649
8645-KWHJO,59.036685
5575-TPIZQ,59.033062
1575-KRZZE,59.02403
8605-ITULD,59.012946
2866-IKBTM,59.012946
1622-HSHSF,59.012946
7601-WFVZV,59.012946
2576-HXMPA,59.012946
6542-LWGXJ,58.948132
4693-VWVBO,58.905898
6599-SFQVE,58.895026
7346-MEDWM,58.886849
9137-NOQKA,58.882741
3316-UWXUY,58.815766
2573-GYRUU,58.790779
3452-ABWRL,58.781946
7398-LXGYX,58.769675
2279-AXJJK,58.757684
2842-BCQGE,58.746798
4013-GUXND,58.710618
5402-HTOTQ,58.701306
6994-KERXL,58.69834
4680-KUTAJ,58.680588
7272-QDCKA,58.668987
6627-CFOSN,58.652645
